condition_id,prop_key,prop_name,value_num,value_text,unit,basis,method,standard,notes,temperature_c,strain_rate,frequency_hz,environment,uncertainty,confidence
85,machinability_rating,Machinability rating,66.04890447725036,,%,typ,,,100% ~ free-machining steel,,,,air,,SYN
85,weldability_rating,Weldability rating,1.5815488664576414,,1-5,typ,,,"1=poor,5=excellent",,,,air,,SYN
85,additive_compatibility,Additive manufacturing compatibility,,EBM,,typ,,,,,,,air,,SYN
85,surface_treatment_compatibility,Surface treatment compatibility,,anodizing,,typ,,,,,,,air,,SYN
85,test_temperature,Test temperature,23.0,,C,typ,,,Default reference test temp,,,,air,,SYN
86,applications_typical,Typical applications,,high-temp service,,typ,,,,,,,air,,SYN
86,composition_wt_percent,Composition (wt%),,"{""Matrix"":60.0,""Fiber"":40.0}",wt%,typ,reported,,,,,,air,,SYN
86,impurity_limits,Impurity limits,,high-purity,,typ,,,,,,,air,,SYN
86,crystal_structure,Crystal structure,,FCC,,typ,,,,,,,air,,SYN
86,grain_size,Grain size,,n/a,,typ,,,,,,,air,,SYN
86,specific_volume,Specific volume,0.0006992638436702171,,m^3/kg,typ,,,,,,,air,,SYN
86,glass_transition_temperature,Glass transition temperature (Tg),,,C,typ,DSC,,,,,,air,,SYN
86,decomposition_temperature,Decomposition temperature,,,C,typ,TGA,,,,,,air,,SYN
86,boiling_point,Boiling point,,,C,typ,,,,,,,air,,SYN
86,surface_energy,Surface energy,,,mJ/m^2,typ,,,,,,,air,,SYN
86,shear_modulus,Shear modulus,59753991898.58188,,Pa,typ,calc,,G=E/(2(1+nu)),,,,air,,SYN
86,bulk_modulus,Bulk modulus,228256302702.54947,,Pa,typ,calc,,K=E/(3(1-2nu)),,,,air,,SYN
86,damping_loss_factor,Damping loss factor,0.09568825630172967,,-,typ,DMA,,,,,,air,,SYN
86,stiffness_matrix_Cij,Stiffness matrix (Cij),,"{""C11"":59.261937235447384,""C22"":23.61226459927157,""C12"":12.841186780081284,""C66"":16.70763690817813}",GPa,typ,laminate theory,,,,,,air,,SYN
86,compressive_strength,Compressive strength,1153072400.0734403,,Pa,typ,,,,,,,air,,SYN
86,elongation_at_break,Elongation at break,29.982989269370353,,%,typ,,,,,,,air,,SYN
86,hollomon_K,Hollomon strength coefficient (K),,,Pa,typ,fit,,Synthetic fit parameter,,,,air,,SYN
86,hollomon_n,Hollomon strain hardening exponent (n),,,-,typ,fit,,,,,,air,,SYN
86,hardness_vickers,Hardness (Vickers),,,HV,typ,,,,,,,air,,SYN
86,notch_sensitivity,Notch sensitivity,,,-,typ,,,,,,,air,,SYN
86,fracture_toughness_KIC,Fracture toughness KIC,39.45755082870137,,MPa*sqrt(m),typ,,,,,,,air,,SYN
86,impact_charpy,Charpy impact energy,1.4308580669429485,,J,typ,,,,,,,air,,SYN
86,dbtt,Ductile-to-brittle transition temperature,,,C,typ,,,,,,,air,,SYN
86,endurance_limit,Endurance limit,,,Pa,typ,rotating bending,,,,,,air,,SYN
86,mean_stress_model,Mean stress correction model,,Goodman,,typ,,,,,,,air,,SYN
86,deltaK_threshold,Fatigue threshold ΔKth,,,MPa*sqrt(m),typ,,,,,,,air,,SYN
86,larson_miller_C,Larson–Miller constant C,,,-,typ,LMP,,,,,,air,,SYN
86,relaxation_modulus,Relaxation modulus (at 1h),,,Pa,typ,stress relaxation,,,23.0,,,air,,SYN
86,specific_heat_cp,Specific heat Cp,723.2321068142039,,J/kgK,typ,DSC,,,23.0,,,air,,SYN
86,thermal_diffusivity,Thermal diffusivity,6.303504173231444e-05,,m^2/s,typ,,,,23.0,,,air,,SYN
86,emissivity,Emissivity,0.5414034865976373,,-,typ,,,,,,,air,,SYN
86,max_service_temperature,Max service temperature,676.262935780285,,C,typ,,,,,,,air,,SYN
86,electrical_resistivity,Electrical resistivity,1848481814236062.8,,ohm*m,typ,,,,23.0,,,air,,SYN
86,dielectric_constant,Dielectric constant (εr),8.361637349579837,,-,typ,,,,,,1000000.0,air,,SYN
86,relative_permeability,Relative permeability μr,1.0053016384788234,,-,typ,,,,,,,air,,SYN
86,curie_temperature,Curie temperature,,,C,typ,,,,,,,air,,SYN
86,refractive_index,Refractive index,1.3340129298553205,,-,typ,,,,,,,air,,SYN
86,transmittance,Transmittance,,,-,typ,,,,,,,air,,SYN
86,corrosion_rate,Corrosion rate,,,mm/yr,typ,,,,,,,alkaline,,SYN
86,chemical_compatibility,Chemical compatibility,,resistant to seawater,,typ,,,,,,,air,,SYN
86,coefficient_of_friction,Coefficient of friction (dry),0.3761661912327294,,-,typ,pin-on-disk,,,,,,air,,SYN
86,wear_rate,Wear rate,7.695253526193665e-05,,mm^3/Nm,typ,Archard,,,,,,air,,SYN
86,machinability_rating,Machinability rating,,,%,typ,,,100% ~ free-machining steel,,,,air,,SYN
86,weldability_rating,Weldability rating,,,1-5,typ,,,"1=poor,5=excellent",,,,air,,SYN
86,additive_compatibility,Additive manufacturing compatibility,,SLS,,typ,,,,,,,air,,SYN
86,surface_treatment_compatibility,Surface treatment compatibility,,nitriding,,typ,,,,,,,air,,SYN
86,test_temperature,Test temperature,23.0,,C,typ,,,Default reference test temp,,,,air,,SYN
87,applications_typical,Typical applications,,chemical processing,,typ,,,,,,,air,,SYN
87,composition_wt_percent,Composition (wt%),,"{""Cu"":77.997,""Zn"":15.698,""Sn"":5.08,""Pb"":1.225}",wt%,typ,reported,,,,,,air,,SYN
87,impurity_limits,Impurity limits,,high-purity,,typ,,,,,,,air,,SYN
87,crystal_structure,Crystal structure,,Cubic,,typ,,,,,,,air,,SYN
87,grain_size,Grain size,43.932013817186146,,um,typ,ASTM E112,ASTM E112,,,,,air,,SYN
87,specific_volume,Specific volume,0.0001292336244060542,,m^3/kg,typ,,,,,,,air,,SYN
87,glass_transition_temperature,Glass transition temperature (Tg),,,C,typ,DSC,,,,,,air,,SYN
87,decomposition_temperature,Decomposition temperature,,,C,typ,TGA,,,,,,air,,SYN
87,boiling_point,Boiling point,,,C,typ,,,,,,,air,,SYN
87,surface_energy,Surface energy,,,mJ/m^2,typ,,,,,,,air,,SYN
87,shear_modulus,Shear modulus,32286147895.282597,,Pa,typ,calc,,G=E/(2(1+nu)),,,,air,,SYN
87,bulk_modulus,Bulk modulus,72983271126.32155,,Pa,typ,calc,,K=E/(3(1-2nu)),,,,air,,SYN
87,damping_loss_factor,Damping loss factor,0.009769493901776703,,-,typ,,,,,,,air,,SYN
87,compressive_strength,Compressive strength,1347079677.5718648,,Pa,typ,,ASTM E9,,,,,air,,SYN
87,elongation_at_break,Elongation at break,17.13518900337555,,%,typ,,ASTM E8,,,,,air,,SYN
87,hollomon_K,Hollomon strength coefficient (K),1203968362.5790558,,Pa,typ,fit,,Synthetic fit parameter,,,,air,,SYN
87,hollomon_n,Hollomon strain hardening exponent (n),0.053745064446147774,,-,typ,fit,,,,,,air,,SYN
87,hardness_vickers,Hardness (Vickers),305.71882365534384,,HV,typ,,ASTM E92,,,,,air,,SYN
87,notch_sensitivity,Notch sensitivity,0.6100060995706863,,-,typ,,,,,,,air,,SYN
87,fracture_toughness_KIC,Fracture toughness KIC,25.64234775153224,,MPa*sqrt(m),typ,,ASTM E399,,,,,air,,SYN
87,impact_charpy,Charpy impact energy,168.82572991446364,,J,typ,,ASTM E23,,,,,air,,SYN
87,dbtt,Ductile-to-brittle transition temperature,,,C,typ,,,,,,,air,,SYN
87,endurance_limit,Endurance limit,535593521.5534428,,Pa,typ,rotating bending,,,,,,air,,SYN
87,mean_stress_model,Mean stress correction model,,Gerber,,typ,,,,,,,air,,SYN
87,deltaK_threshold,Fatigue threshold ΔKth,6.7701492659587,,MPa*sqrt(m),typ,,ASTM E647,,,,,air,,SYN
87,larson_miller_C,Larson–Miller constant C,,,-,typ,LMP,,,,,,air,,SYN
87,relaxation_modulus,Relaxation modulus (at 1h),,,Pa,typ,stress relaxation,,,23.0,,,air,,SYN
87,specific_heat_cp,Specific heat Cp,857.4873927093483,,J/kgK,typ,DSC,,,23.0,,,air,,SYN
87,thermal_diffusivity,Thermal diffusivity,9.68589598438511e-05,,m^2/s,typ,,,,23.0,,,air,,SYN
87,emissivity,Emissivity,0.25363724460778175,,-,typ,,,,,,,air,,SYN
87,max_service_temperature,Max service temperature,667.8007175739463,,C,typ,,,,,,,air,,SYN
87,electrical_resistivity,Electrical resistivity,1.9276727775871506e-06,,ohm*m,typ,,,,23.0,,,air,,SYN
87,dielectric_constant,Dielectric constant (εr),,,-,typ,,,,,,1000000.0,air,,SYN
87,relative_permeability,Relative permeability μr,1.0847535092057117,,-,typ,,,,,,,air,,SYN
87,curie_temperature,Curie temperature,,,C,typ,,,,,,,air,,SYN
87,refractive_index,Refractive index,,,-,typ,,,,,,,air,,SYN
87,transmittance,Transmittance,,,-,typ,,,,,,,air,,SYN
87,corrosion_rate,Corrosion rate,0.7215916722878071,,mm/yr,typ,,,,,,,alkaline,,SYN
87,chemical_compatibility,Chemical compatibility,,resistant to seawater,,typ,,,,,,,air,,SYN
87,coefficient_of_friction,Coefficient of friction (dry),0.23399425918080746,,-,typ,pin-on-disk,,,,,,air,,SYN
87,wear_rate,Wear rate,6.549114049068642e-06,,mm^3/Nm,typ,Archard,,,,,,air,,SYN
87,machinability_rating,Machinability rating,40.68014061223253,,%,typ,,,100% ~ free-machining steel,,,,air,,SYN
87,weldability_rating,Weldability rating,1.1609115385743718,,1-5,typ,,,"1=poor,5=excellent",,,,air,,SYN
87,additive_compatibility,Additive manufacturing compatibility,,SLS,,typ,,,,,,,air,,SYN
87,surface_treatment_compatibility,Surface treatment compatibility,,none,,typ,,,,,,,air,,SYN
87,test_temperature,Test temperature,23.0,,C,typ,,,Default reference test temp,,,,air,,SYN
88,applications_typical,Typical applications,,general structural,,typ,,,,,,,air,,SYN
88,composition_wt_percent,Composition (wt%),,"{""Al"":98.293,""Mg"":0.439,""Si"":0.728,""Cu"":0.54}",wt%,typ,reported,,,,,,air,,SYN
88,impurity_limits,Impurity limits,,low,,typ,,,,,,,air,,SYN
88,crystal_structure,Crystal structure,,Cubic,,typ,,,,,,,air,,SYN
88,grain_size,Grain size,76.25493408617987,,um,typ,ASTM E112,ASTM E112,,,,,air,,SYN
88,specific_volume,Specific volume,0.00012057875077737707,,m^3/kg,typ,,,,,,,air,,SYN
88,glass_transition_temperature,Glass transition temperature (Tg),,,C,typ,DSC,,,,,,air,,SYN
88,decomposition_temperature,Decomposition temperature,,,C,typ,TGA,,,,,,air,,SYN
88,boiling_point,Boiling point,,,C,typ,,,,,,,air,,SYN
88,surface_energy,Surface energy,,,mJ/m^2,typ,,,,,,,air,,SYN
88,shear_modulus,Shear modulus,67728899948.95657,,Pa,typ,calc,,G=E/(2(1+nu)),,,,air,,SYN
88,bulk_modulus,Bulk modulus,141868073021.4819,,Pa,typ,calc,,K=E/(3(1-2nu)),,,,air,,SYN
88,damping_loss_factor,Damping loss factor,0.012522923235681303,,-,typ,,,,,,,air,,SYN
88,compressive_strength,Compressive strength,1606905766.0905218,,Pa,typ,,ASTM E9,,,,,air,,SYN
88,elongation_at_break,Elongation at break,31.17705631263935,,%,typ,,ASTM E8,,,,,air,,SYN
88,hollomon_K,Hollomon strength coefficient (K),513901708.2989123,,Pa,typ,fit,,Synthetic fit parameter,,,,air,,SYN
88,hollomon_n,Hollomon strain hardening exponent (n),0.1635520698974111,,-,typ,fit,,,,,,air,,SYN
88,hardness_vickers,Hardness (Vickers),204.79056381286557,,HV,typ,,ASTM E92,,,,,air,,SYN
88,notch_sensitivity,Notch sensitivity,0.6368283398432583,,-,typ,,,,,,,air,,SYN
88,fracture_toughness_KIC,Fracture toughness KIC,68.23901386349164,,MPa*sqrt(m),typ,,ASTM E399,,,,,air,,SYN
88,impact_charpy,Charpy impact energy,230.58390622206818,,J,typ,,ASTM E23,,,,,air,,SYN
88,dbtt,Ductile-to-brittle transition temperature,,,C,typ,,,,,,,air,,SYN
88,endurance_limit,Endurance limit,324868185.0543127,,Pa,typ,rotating bending,,,,,,air,,SYN
88,mean_stress_model,Mean stress correction model,,Gerber,,typ,,,,,,,air,,SYN
88,deltaK_threshold,Fatigue threshold ΔKth,3.625007757343122,,MPa*sqrt(m),typ,,ASTM E647,,,,,air,,SYN
88,larson_miller_C,Larson–Miller constant C,,,-,typ,LMP,,,,,,air,,SYN
88,relaxation_modulus,Relaxation modulus (at 1h),,,Pa,typ,stress relaxation,,,23.0,,,air,,SYN
88,specific_heat_cp,Specific heat Cp,865.6942511272679,,J/kgK,typ,DSC,,,23.0,,,air,,SYN
88,thermal_diffusivity,Thermal diffusivity,7.555504119697518e-05,,m^2/s,typ,,,,23.0,,,air,,SYN
88,emissivity,Emissivity,0.09680528313360204,,-,typ,,,,,,,air,,SYN
88,max_service_temperature,Max service temperature,667.9027113811458,,C,typ,,,,,,,air,,SYN
88,electrical_resistivity,Electrical resistivity,9.450158204353406e-07,,ohm*m,typ,,,,23.0,,,air,,SYN
88,dielectric_constant,Dielectric constant (εr),,,-,typ,,,,,,1000000.0,air,,SYN
88,relative_permeability,Relative permeability μr,1.0065109164020891,,-,typ,,,,,,,air,,SYN
88,curie_temperature,Curie temperature,,,C,typ,,,,,,,air,,SYN
88,refractive_index,Refractive index,,,-,typ,,,,,,,air,,SYN
88,transmittance,Transmittance,,,-,typ,,,,,,,air,,SYN
88,corrosion_rate,Corrosion rate,0.5082392812699823,,mm/yr,typ,,,,,,,acidic,,SYN
88,chemical_compatibility,Chemical compatibility,,good with oils,,typ,,,,,,,air,,SYN
88,coefficient_of_friction,Coefficient of friction (dry),0.1148336517486646,,-,typ,pin-on-disk,,,,,,air,,SYN
88,wear_rate,Wear rate,1.403824883134964e-05,,mm^3/Nm,typ,Archard,,,,,,air,,SYN
88,machinability_rating,Machinability rating,42.673092426332516,,%,typ,,,100% ~ free-machining steel,,,,air,,SYN
88,weldability_rating,Weldability rating,1.5890524136969209,,1-5,typ,,,"1=poor,5=excellent",,,,air,,SYN
88,additive_compatibility,Additive manufacturing compatibility,,FDM,,typ,,,,,,,air,,SYN
88,surface_treatment_compatibility,Surface treatment compatibility,,nitriding,,typ,,,,,,,air,,SYN
88,test_temperature,Test temperature,23.0,,C,typ,,,Default reference test temp,,,,air,,SYN
89,applications_typical,Typical applications,,high-temp service,,typ,,,,,,,air,,SYN
89,composition_wt_percent,Composition (wt%),,"{""Polymer"":100.0}",wt%,typ,reported,,,,,,air,,SYN
89,impurity_limits,Impurity limits,,high-purity,,typ,,,,,,,air,,SYN
89,crystal_structure,Crystal structure,,Cubic,,typ,,,,,,,air,,SYN
89,grain_size,Grain size,,n/a,,typ,,,,,,,air,,SYN
89,specific_volume,Specific volume,0.0006763892030028386,,m^3/kg,typ,,,,,,,air,,SYN
89,glass_transition_temperature,Glass transition temperature (Tg),100.14604880507665,,C,typ,DSC,ASTM E1356,,,,,air,,SYN
89,decomposition_temperature,Decomposition temperature,294.299375611092,,C,typ,TGA,ASTM E1131,,,,,air,,SYN
89,boiling_point,Boiling point,,,C,typ,,,,,,,air,,SYN
89,surface_energy,Surface energy,,,mJ/m^2,typ,,,,,,,air,,SYN
89,shear_modulus,Shear modulus,1513722692.1081555,,Pa,typ,calc,,G=E/(2(1+nu)),,,,air,,SYN
89,bulk_modulus,Bulk modulus,4098831624.499846,,Pa,typ,calc,,K=E/(3(1-2nu)),,,,air,,SYN
89,damping_loss_factor,Damping loss factor,0.013374510538053922,,-,typ,DMA,,,,,,air,,SYN
89,compressive_strength,Compressive strength,99645168.03564745,,Pa,typ,,,,,,,air,,SYN
89,elongation_at_break,Elongation at break,20.097556319287413,,%,typ,,ISO 527,,,,,air,,SYN
89,hollomon_K,Hollomon strength coefficient (K),,,Pa,typ,fit,,Synthetic fit parameter,,,,air,,SYN
89,hollomon_n,Hollomon strain hardening exponent (n),,,-,typ,fit,,,,,,air,,SYN
89,hardness_vickers,Hardness (Vickers),,,HV,typ,,,,,,,air,,SYN
89,notch_sensitivity,Notch sensitivity,,,-,typ,,,,,,,air,,SYN
89,fracture_toughness_KIC,Fracture toughness KIC,5.731478417160687,,MPa*sqrt(m),typ,,,,,,,air,,SYN
89,impact_charpy,Charpy impact energy,37.93586925152279,,J,typ,,,,,,,air,,SYN
89,dbtt,Ductile-to-brittle transition temperature,,,C,typ,,,,,,,air,,SYN
89,endurance_limit,Endurance limit,,,Pa,typ,rotating bending,,,,,,air,,SYN
89,mean_stress_model,Mean stress correction model,,Goodman,,typ,,,,,,,air,,SYN
89,deltaK_threshold,Fatigue threshold ΔKth,,,MPa*sqrt(m),typ,,,,,,,air,,SYN
89,larson_miller_C,Larson–Miller constant C,,,-,typ,LMP,,,,,,air,,SYN
89,relaxation_modulus,Relaxation modulus (at 1h),2289139642.0660768,,Pa,typ,stress relaxation,,,23.0,,,air,,SYN
89,specific_heat_cp,Specific heat Cp,1724.9843868821142,,J/kgK,typ,DSC,,,23.0,,,air,,SYN
89,thermal_diffusivity,Thermal diffusivity,4.091229542751892e-06,,m^2/s,typ,,,,23.0,,,air,,SYN
89,emissivity,Emissivity,0.07158740446974524,,-,typ,,,,,,,air,,SYN
89,max_service_temperature,Max service temperature,252.04364636686273,,C,typ,,,,,,,air,,SYN
89,electrical_resistivity,Electrical resistivity,8470001628128716.0,,ohm*m,typ,,,,23.0,,,air,,SYN
89,dielectric_constant,Dielectric constant (εr),4.705547990555292,,-,typ,,,,,,1000000.0,air,,SYN
89,relative_permeability,Relative permeability μr,1.0026536870044795,,-,typ,,,,,,,air,,SYN
89,curie_temperature,Curie temperature,,,C,typ,,,,,,,air,,SYN
89,refractive_index,Refractive index,1.6972199217119877,,-,typ,,,,,,,air,,SYN
89,transmittance,Transmittance,,,-,typ,,,,,,,air,,SYN
89,corrosion_rate,Corrosion rate,,,mm/yr,typ,,,,,,,acidic,,SYN
89,chemical_compatibility,Chemical compatibility,,resistant to seawater,,typ,,,,,,,air,,SYN
89,coefficient_of_friction,Coefficient of friction (dry),0.147883670120527,,-,typ,pin-on-disk,,,,,,air,,SYN
89,wear_rate,Wear rate,2.016321808532158e-05,,mm^3/Nm,typ,Archard,,,,,,air,,SYN
89,machinability_rating,Machinability rating,,,%,typ,,,100% ~ free-machining steel,,,,air,,SYN
89,weldability_rating,Weldability rating,,,1-5,typ,,,"1=poor,5=excellent",,,,air,,SYN
89,additive_compatibility,Additive manufacturing compatibility,,EBM,,typ,,,,,,,air,,SYN
89,surface_treatment_compatibility,Surface treatment compatibility,,paint,,typ,,,,,,,air,,SYN
89,test_temperature,Test temperature,23.0,,C,typ,,,Default reference test temp,,,,air,,SYN
90,applications_typical,Typical applications,,wear parts,,typ,,,,,,,air,,SYN
90,composition_wt_percent,Composition (wt%),,"{""Al"":96.407,""Mg"":2.54,""Si"":0.468,""Cu"":0.585}",wt%,typ,reported,,,,,,air,,SYN
90,impurity_limits,Impurity limits,,high-purity,,typ,,,,,,,air,,SYN
90,crystal_structure,Crystal structure,,FCC,,typ,,,,,,,air,,SYN
90,grain_size,Grain size,58.19322990162609,,um,typ,ASTM E112,ASTM E112,,,,,air,,SYN
90,specific_volume,Specific volume,0.00011442260686591658,,m^3/kg,typ,,,,,,,air,,SYN
90,glass_transition_temperature,Glass transition temperature (Tg),,,C,typ,DSC,,,,,,air,,SYN
90,decomposition_temperature,Decomposition temperature,,,C,typ,TGA,,,,,,air,,SYN
90,boiling_point,Boiling point,,,C,typ,,,,,,,air,,SYN
90,surface_energy,Surface energy,103.60516045515496,,mJ/m^2,typ,,,,,,,air,,SYN
90,shear_modulus,Shear modulus,46990852673.42229,,Pa,typ,calc,,G=E/(2(1+nu)),,,,air,,SYN
90,bulk_modulus,Bulk modulus,137276160654.15596,,Pa,typ,calc,,K=E/(3(1-2nu)),,,,air,,SYN
90,damping_loss_factor,Damping loss factor,0.008852960319051788,,-,typ,,,,,,,air,,SYN
90,compressive_strength,Compressive strength,626154756.5499481,,Pa,typ,,ASTM E9,,,,,air,,SYN
90,elongation_at_break,Elongation at break,25.679969585815474,,%,typ,,ASTM E8,,,,,air,,SYN
90,hollomon_K,Hollomon strength coefficient (K),1175689592.8017411,,Pa,typ,fit,,Synthetic fit parameter,,,,air,,SYN
90,hollomon_n,Hollomon strain hardening exponent (n),0.19760979403746481,,-,typ,fit,,,,,,air,,SYN
90,hardness_vickers,Hardness (Vickers),136.8876451647728,,HV,typ,,ASTM E92,,,,,air,,SYN
90,notch_sensitivity,Notch sensitivity,0.89348922542191,,-,typ,,,,,,,air,,SYN
90,fracture_toughness_KIC,Fracture toughness KIC,21.727387551173333,,MPa*sqrt(m),typ,,ASTM E399,,,,,air,,SYN
90,impact_charpy,Charpy impact energy,237.38970973403462,,J,typ,,ASTM E23,,,,,air,,SYN
90,dbtt,Ductile-to-brittle transition temperature,,,C,typ,,,,,,,air,,SYN
90,endurance_limit,Endurance limit,561989278.2572865,,Pa,typ,rotating bending,,,,,,air,,SYN
90,mean_stress_model,Mean stress correction model,,Gerber,,typ,,,,,,,air,,SYN
90,deltaK_threshold,Fatigue threshold ΔKth,10.905088974711905,,MPa*sqrt(m),typ,,ASTM E647,,,,,air,,SYN
90,larson_miller_C,Larson–Miller constant C,,,-,typ,LMP,,,,,,air,,SYN
90,relaxation_modulus,Relaxation modulus (at 1h),,,Pa,typ,stress relaxation,,,23.0,,,air,,SYN
90,specific_heat_cp,Specific heat Cp,763.7318002133495,,J/kgK,typ,DSC,,,23.0,,,air,,SYN
90,thermal_diffusivity,Thermal diffusivity,2.882606501020611e-06,,m^2/s,typ,,,,23.0,,,air,,SYN
90,emissivity,Emissivity,0.24212817004249343,,-,typ,,,,,,,air,,SYN
90,max_service_temperature,Max service temperature,714.9588653524419,,C,typ,,,,,,,air,,SYN
90,electrical_resistivity,Electrical resistivity,4.22977307523189e-08,,ohm*m,typ,,,,23.0,,,air,,SYN
90,dielectric_constant,Dielectric constant (εr),,,-,typ,,,,,,1000000.0,air,,SYN
90,relative_permeability,Relative permeability μr,0.9984431360940486,,-,typ,,,,,,,air,,SYN
90,curie_temperature,Curie temperature,,,C,typ,,,,,,,air,,SYN
90,refractive_index,Refractive index,,,-,typ,,,,,,,air,,SYN
90,transmittance,Transmittance,,,-,typ,,,,,,,air,,SYN
90,corrosion_rate,Corrosion rate,0.13918122841481062,,mm/yr,typ,,,,,,,seawater,,SYN
90,chemical_compatibility,Chemical compatibility,,excellent oxidation resistance,,typ,,,,,,,air,,SYN
90,coefficient_of_friction,Coefficient of friction (dry),0.6382913887000757,,-,typ,pin-on-disk,,,,,,air,,SYN
90,wear_rate,Wear rate,4.516901894878373e-05,,mm^3/Nm,typ,Archard,,,,,,air,,SYN
90,machinability_rating,Machinability rating,80.40593206201069,,%,typ,,,100% ~ free-machining steel,,,,air,,SYN
90,weldability_rating,Weldability rating,4.65336080058102,,1-5,typ,,,"1=poor,5=excellent",,,,air,,SYN
90,additive_compatibility,Additive manufacturing compatibility,,EBM,,typ,,,,,,,air,,SYN
90,surface_treatment_compatibility,Surface treatment compatibility,,plating,,typ,,,,,,,air,,SYN
90,test_temperature,Test temperature,23.0,,C,typ,,,Default reference test temp,,,,air,,SYN
91,applications_typical,Typical applications,,aerospace components,,typ,,,,,,,air,,SYN
91,composition_wt_percent,Composition (wt%),,"{""Fe"":84.089,""C"":0.786,""Mn"":1.2,""Cr"":7.823,""Ni"":6.101}",wt%,typ,reported,,,,,,air,,SYN
91,impurity_limits,Impurity limits,,standard,,typ,,,,,,,air,,SYN
91,crystal_structure,Crystal structure,,Cubic,,typ,,,,,,,air,,SYN
91,grain_size,Grain size,6.80021559292915,,um,typ,ASTM E112,ASTM E112,,,,,air,,SYN
91,specific_volume,Specific volume,0.00012058234855813836,,m^3/kg,typ,,,,,,,air,,SYN
91,glass_transition_temperature,Glass transition temperature (Tg),,,C,typ,DSC,,,,,,air,,SYN
91,decomposition_temperature,Decomposition temperature,,,C,typ,TGA,,,,,,air,,SYN
91,boiling_point,Boiling point,3028.935183944319,,C,typ,,,,,,,air,,SYN
91,surface_energy,Surface energy,,,mJ/m^2,typ,,,,,,,air,,SYN
91,shear_modulus,Shear modulus,56824526121.710724,,Pa,typ,calc,,G=E/(2(1+nu)),,,,air,,SYN
91,bulk_modulus,Bulk modulus,107982208677.89752,,Pa,typ,calc,,K=E/(3(1-2nu)),,,,air,,SYN
91,damping_loss_factor,Damping loss factor,0.00755928589029724,,-,typ,,,,,,,air,,SYN
91,compressive_strength,Compressive strength,651939312.8972583,,Pa,typ,,ASTM E9,,,,,air,,SYN
91,elongation_at_break,Elongation at break,20.92027263873192,,%,typ,,ASTM E8,,,,,air,,SYN
91,hollomon_K,Hollomon strength coefficient (K),992819141.3744158,,Pa,typ,fit,,Synthetic fit parameter,,,,air,,SYN
91,hollomon_n,Hollomon strain hardening exponent (n),0.09502998734368995,,-,typ,fit,,,,,,air,,SYN
91,hardness_vickers,Hardness (Vickers),145.49103814154438,,HV,typ,,ASTM E92,,,,,air,,SYN
91,notch_sensitivity,Notch sensitivity,0.7409168565380869,,-,typ,,,,,,,air,,SYN
91,fracture_toughness_KIC,Fracture toughness KIC,137.25178403807368,,MPa*sqrt(m),typ,,ASTM E399,,,,,air,,SYN
91,impact_charpy,Charpy impact energy,14.396571991806795,,J,typ,,ASTM E23,,,,,air,,SYN
91,dbtt,Ductile-to-brittle transition temperature,-84.2717962058957,,C,typ,,,,,,,air,,SYN
91,endurance_limit,Endurance limit,543622327.5684721,,Pa,typ,rotating bending,,,,,,air,,SYN
91,mean_stress_model,Mean stress correction model,,Gerber,,typ,,,,,,,air,,SYN
91,deltaK_threshold,Fatigue threshold ΔKth,2.485059133857507,,MPa*sqrt(m),typ,,ASTM E647,,,,,air,,SYN
91,larson_miller_C,Larson–Miller constant C,20.70777110444831,,-,typ,LMP,,,,,,air,,SYN
91,relaxation_modulus,Relaxation modulus (at 1h),,,Pa,typ,stress relaxation,,,23.0,,,air,,SYN
91,specific_heat_cp,Specific heat Cp,777.6657952082935,,J/kgK,typ,DSC,,,23.0,,,air,,SYN
91,thermal_diffusivity,Thermal diffusivity,6.950938939195023e-05,,m^2/s,typ,,,,23.0,,,air,,SYN
91,emissivity,Emissivity,0.21288328342109142,,-,typ,,,,,,,air,,SYN
91,max_service_temperature,Max service temperature,837.8397050493959,,C,typ,,,,,,,air,,SYN
91,electrical_resistivity,Electrical resistivity,1.1013564252693907e-06,,ohm*m,typ,,,,23.0,,,air,,SYN
91,dielectric_constant,Dielectric constant (εr),,,-,typ,,,,,,1000000.0,air,,SYN
91,relative_permeability,Relative permeability μr,2714.146455913178,,-,typ,,,,,,,air,,SYN
91,curie_temperature,Curie temperature,1040.821566747823,,C,typ,,,,,,,air,,SYN
91,refractive_index,Refractive index,,,-,typ,,,,,,,air,,SYN
91,transmittance,Transmittance,,,-,typ,,,,,,,air,,SYN
91,corrosion_rate,Corrosion rate,1.4627548507880213,,mm/yr,typ,,,,,,,air,,SYN
91,chemical_compatibility,Chemical compatibility,,resistant to seawater,,typ,,,,,,,air,,SYN
91,coefficient_of_friction,Coefficient of friction (dry),0.6360486524566533,,-,typ,pin-on-disk,,,,,,air,,SYN
91,wear_rate,Wear rate,9.969168930651832e-05,,mm^3/Nm,typ,Archard,,,,,,air,,SYN
91,machinability_rating,Machinability rating,36.98014729633695,,%,typ,,,100% ~ free-machining steel,,,,air,,SYN
91,weldability_rating,Weldability rating,2.935205862382891,,1-5,typ,,,"1=poor,5=excellent",,,,air,,SYN
91,additive_compatibility,Additive manufacturing compatibility,,SLS,,typ,,,,,,,air,,SYN
91,surface_treatment_compatibility,Surface treatment compatibility,,none,,typ,,,,,,,air,,SYN
91,test_temperature,Test temperature,23.0,,C,typ,,,Default reference test temp,,,,air,,SYN
92,applications_typical,Typical applications,,high-temp service,,typ,,,,,,,air,,SYN
